MATCHER;NRACTIONS;NRROOTS;TIME;NROPTIONS;GT_BUM_SMT;GT_BUM_SMT_SBUP;GT_BUM_SZT;GT_CD_LSIM;GT_CD_ML;GT_CD_SSIM1;GT_CD_SSIM2;GT_STM_MH;GT_XYM_SIM;GUMTREE_MATCH_GT_MINH
ClassicGumtree;610;55;24;3;0.7;;600;;;;;4;;
ClassicGumtree;610;55;27;3;0.7;;700;;;;;4;;
ClassicGumtree;610;55;5;3;0.7;;800;;;;;4;;
ClassicGumtree;610;55;21;3;0.7;;900;;;;;4;;
ClassicGumtree;610;55;6;3;0.7;;1000;;;;;4;;
ClassicGumtree;610;55;20;3;0.7;;1100;;;;;4;;
ClassicGumtree;610;55;6;3;0.7;;1200;;;;;4;;
ClassicGumtree;610;55;23;3;0.7;;1300;;;;;4;;
ClassicGumtree;610;55;5;3;0.7;;1400;;;;;4;;
ClassicGumtree;610;55;23;3;0.7;;1500;;;;;4;;
ClassicGumtree;37;24;14354;3;0.7;;1600;;;;;4;;
ClassicGumtree;37;24;14407;3;0.7;;1700;;;;;4;;
ClassicGumtree;37;24;14663;3;0.7;;1800;;;;;4;;
ClassicGumtree;37;24;14522;3;0.7;;1900;;;;;4;;
ClassicGumtree;37;24;14284;3;0.7;;2000;;;;;4;;
ClassicGumtree;906;67;11;3;0.7;;100;;;;;5;;
ClassicGumtree;906;67;28;3;0.7;;200;;;;;5;;
ClassicGumtree;906;67;6;3;0.7;;300;;;;;5;;
ClassicGumtree;906;67;5;3;0.7;;400;;;;;5;;
ClassicGumtree;906;67;63;3;0.7;;500;;;;;5;;
ClassicGumtree;906;67;8;3;0.7;;600;;;;;5;;
ClassicGumtree;906;67;16;3;0.7;;700;;;;;5;;
ClassicGumtree;906;67;6;3;0.7;;800;;;;;5;;
ClassicGumtree;906;67;6;3;0.7;;900;;;;;5;;
ClassicGumtree;906;67;16;3;0.7;;1000;;;;;5;;
ClassicGumtree;906;67;23;3;0.7;;1100;;;;;5;;
ClassicGumtree;906;67;6;3;0.7;;1200;;;;;5;;
ClassicGumtree;906;67;5;3;0.7;;1300;;;;;5;;
ClassicGumtree;906;67;27;3;0.7;;1400;;;;;5;;
ClassicGumtree;906;67;30;3;0.7;;1500;;;;;5;;
ClassicGumtree;37;24;14078;3;0.7;;1600;;;;;5;;
ClassicGumtree;37;24;14043;3;0.7;;1700;;;;;5;;
ClassicGumtree;37;24;14022;3;0.7;;1800;;;;;5;;
ClassicGumtree;37;24;13955;3;0.7;;1900;;;;;5;;
ClassicGumtree;37;24;13947;3;0.7;;2000;;;;;5;;
ClassicGumtree;97;14;17;3;0.799;;100;;;;;1;;
ClassicGumtree;97;14;6;3;0.799;;200;;;;;1;;
ClassicGumtree;97;14;25;3;0.799;;300;;;;;1;;
ClassicGumtree;97;14;23;3;0.799;;400;;;;;1;;
ClassicGumtree;97;14;8;3;0.799;;500;;;;;1;;
ClassicGumtree;97;14;13;3;0.799;;600;;;;;1;;
ClassicGumtree;97;14;5;3;0.799;;700;;;;;1;;
ClassicGumtree;97;14;5;3;0.799;;800;;;;;1;;
ClassicGumtree;97;14;15;3;0.799;;900;;;;;1;;
ClassicGumtree;97;14;15;3;0.799;;1000;;;;;1;;
ClassicGumtree;97;14;5;3;0.799;;1100;;;;;1;;
ClassicGumtree;97;14;18;3;0.799;;1200;;;;;1;;
ClassicGumtree;97;14;6;3;0.799;;1300;;;;;1;;
ClassicGumtree;97;14;8;3;0.799;;1400;;;;;1;;
ClassicGumtree;97;14;17;3;0.799;;1500;;;;;1;;
ClassicGumtree;37;24;13930;3;0.799;;1600;;;;;1;;
ClassicGumtree;37;24;13936;3;0.799;;1700;;;;;1;;
ClassicGumtree;37;24;14030;3;0.799;;1800;;;;;1;;
ClassicGumtree;37;24;13788;3;0.799;;1900;;;;;1;;
ClassicGumtree;37;24;13952;3;0.799;;2000;;;;;1;;
ClassicGumtree;114;13;20;3;0.799;;100;;;;;2;;
ClassicGumtree;114;13;23;3;0.799;;200;;;;;2;;
ClassicGumtree;114;13;5;3;0.799;;300;;;;;2;;
ClassicGumtree;114;13;6;3;0.799;;400;;;;;2;;
ClassicGumtree;114;13;24;3;0.799;;500;;;;;2;;
ClassicGumtree;114;13;17;3;0.799;;600;;;;;2;;
ClassicGumtree;114;13;7;3;0.799;;700;;;;;2;;
ClassicGumtree;114;13;25;3;0.799;;800;;;;;2;;
ClassicGumtree;114;13;26;3;0.799;;900;;;;;2;;
ClassicGumtree;114;13;4;3;0.799;;1000;;;;;2;;
ClassicGumtree;114;13;26;3;0.799;;1100;;;;;2;;
ClassicGumtree;114;13;5;3;0.799;;1200;;;;;2;;
ClassicGumtree;114;13;19;3;0.799;;1300;;;;;2;;
ClassicGumtree;114;13;5;3;0.799;;1400;;;;;2;;
ClassicGumtree;114;13;19;3;0.799;;1500;;;;;2;;
ClassicGumtree;37;24;15536;3;0.799;;1600;;;;;2;;
ClassicGumtree;37;24;15556;3;0.799;;1700;;;;;2;;
ClassicGumtree;37;24;15443;3;0.799;;1800;;;;;2;;
ClassicGumtree;37;24;15443;3;0.799;;1900;;;;;2;;
ClassicGumtree;37;24;15359;3;0.799;;2000;;;;;2;;
ClassicGumtree;236;31;5;3;0.799;;100;;;;;3;;
ClassicGumtree;236;31;54;3;0.799;;200;;;;;3;;
ClassicGumtree;236;31;5;3;0.799;;300;;;;;3;;
ClassicGumtree;236;31;28;3;0.799;;400;;;;;3;;
ClassicGumtree;236;31;5;3;0.799;;500;;;;;3;;
ClassicGumtree;236;31;35;3;0.799;;600;;;;;3;;
ClassicGumtree;236;31;5;3;0.799;;700;;;;;3;;
ClassicGumtree;236;31;41;3;0.799;;800;;;;;3;;
ClassicGumtree;236;31;12;3;0.799;;900;;;;;3;;
ClassicGumtree;236;31;46;3;0.799;;1000;;;;;3;;
ClassicGumtree;236;31;7;3;0.799;;1100;;;;;3;;
ClassicGumtree;236;31;22;3;0.799;;1200;;;;;3;;
ClassicGumtree;236;31;7;3;0.799;;1300;;;;;3;;
ClassicGumtree;236;31;33;3;0.799;;1400;;;;;3;;
ClassicGumtree;236;31;6;3;0.799;;1500;;;;;3;;
ClassicGumtree;37;24;15363;3;0.799;;1600;;;;;3;;
ClassicGumtree;37;24;15363;3;0.799;;1700;;;;;3;;
ClassicGumtree;37;24;15536;3;0.799;;1800;;;;;3;;
ClassicGumtree;37;24;15579;3;0.799;;1900;;;;;3;;
ClassicGumtree;37;24;15399;3;0.799;;2000;;;;;3;;
ClassicGumtree;610;55;24;3;0.799;;100;;;;;4;;
ClassicGumtree;610;55;11;3;0.799;;200;;;;;4;;
ClassicGumtree;610;55;26;3;0.799;;300;;;;;4;;
ClassicGumtree;610;55;6;3;0.799;;400;;;;;4;;
ClassicGumtree;610;55;17;3;0.799;;500;;;;;4;;
ClassicGumtree;610;55;6;3;0.799;;600;;;;;4;;
ClassicGumtree;610;55;6;3;0.799;;700;;;;;4;;
ClassicGumtree;610;55;18;3;0.799;;800;;;;;4;;
ClassicGumtree;610;55;5;3;0.799;;900;;;;;4;;
ClassicGumtree;610;55;18;3;0.799;;1000;;;;;4;;
ClassicGumtree;610;55;26;3;0.799;;1100;;;;;4;;
ClassicGumtree;610;55;6;3;0.799;;1200;;;;;4;;
ClassicGumtree;610;55;23;3;0.799;;1300;;;;;4;;
ClassicGumtree;610;55;23;3;0.799;;1400;;;;;4;;
ClassicGumtree;610;55;20;3;0.799;;1500;;;;;4;;
ClassicGumtree;37;24;14180;3;0.799;;1600;;;;;4;;
ClassicGumtree;37;24;14510;3;0.799;;1700;;;;;4;;
ClassicGumtree;37;24;13981;3;0.799;;1800;;;;;4;;
ClassicGumtree;37;24;14119;3;0.799;;1900;;;;;4;;
ClassicGumtree;37;24;14280;3;0.799;;2000;;;;;4;;
ClassicGumtree;920;17;52;3;0.799;;100;;;;;5;;
ClassicGumtree;920;17;116;3;0.799;;200;;;;;5;;
ClassicGumtree;920;17;72;3;0.799;;300;;;;;5;;
ClassicGumtree;920;17;7;3;0.799;;400;;;;;5;;
ClassicGumtree;920;17;27;3;0.799;;500;;;;;5;;
ClassicGumtree;920;17;26;3;0.799;;600;;;;;5;;
ClassicGumtree;920;17;7;3;0.799;;700;;;;;5;;
ClassicGumtree;920;17;48;3;0.799;;800;;;;;5;;
ClassicGumtree;920;17;33;3;0.799;;900;;;;;5;;
ClassicGumtree;920;17;12;3;0.799;;1000;;;;;5;;
ClassicGumtree;920;17;7;3;0.799;;1100;;;;;5;;
ClassicGumtree;920;17;43;3;0.799;;1200;;;;;5;;
ClassicGumtree;920;17;45;3;0.799;;1300;;;;;5;;
ClassicGumtree;920;17;25;3;0.799;;1400;;;;;5;;
ClassicGumtree;920;17;47;3;0.799;;1500;;;;;5;;
ClassicGumtree;37;24;6923;3;0.799;;1600;;;;;5;;
ClassicGumtree;37;24;6935;3;0.799;;1700;;;;;5;;
ClassicGumtree;37;24;6922;3;0.799;;1800;;;;;5;;
ClassicGumtree;37;24;6993;3;0.799;;1900;;;;;5;;
ClassicGumtree;37;24;6901;3;0.799;;2000;;;;;5;;
ClassicGumtree;97;14;5;3;0.899;;100;;;;;1;;
ClassicGumtree;97;14;47;3;0.899;;200;;;;;1;;
ClassicGumtree;97;14;67;3;0.899;;300;;;;;1;;
ClassicGumtree;97;14;6;3;0.899;;400;;;;;1;;
ClassicGumtree;97;14;30;3;0.899;;500;;;;;1;;
ClassicGumtree;97;14;28;3;0.899;;600;;;;;1;;
ClassicGumtree;97;14;6;3;0.899;;700;;;;;1;;
ClassicGumtree;97;14;6;3;0.899;;800;;;;;1;;
ClassicGumtree;97;14;6;3;0.899;;900;;;;;1;;
ClassicGumtree;97;14;27;3;0.899;;1000;;;;;1;;
ClassicGumtree;97;14;5;3;0.899;;1100;;;;;1;;
ClassicGumtree;97;14;5;3;0.899;;1200;;;;;1;;
ClassicGumtree;97;14;87;3;0.899;;1300;;;;;1;;
ClassicGumtree;97;14;121;3;0.899;;1400;;;;;1;;
ClassicGumtree;97;14;5;3;0.899;;1500;;;;;1;;
ClassicGumtree;37;24;13974;3;0.899;;1600;;;;;1;;
ClassicGumtree;37;24;14222;3;0.899;;1700;;;;;1;;
ClassicGumtree;37;24;14174;3;0.899;;1800;;;;;1;;
ClassicGumtree;37;24;14061;3;0.899;;1900;;;;;1;;
ClassicGumtree;37;24;13926;3;0.899;;2000;;;;;1;;
ClassicGumtree;114;13;17;3;0.899;;100;;;;;2;;
ClassicGumtree;114;13;5;3;0.899;;200;;;;;2;;
ClassicGumtree;114;13;23;3;0.899;;300;;;;;2;;
ClassicGumtree;114;13;5;3;0.899;;400;;;;;2;;
ClassicGumtree;114;13;21;3;0.899;;500;;;;;2;;
ClassicGumtree;114;13;15;3;0.899;;600;;;;;2;;
ClassicGumtree;114;13;16;3;0.899;;700;;;;;2;;
ClassicGumtree;114;13;30;3;0.899;;800;;;;;2;;
ClassicGumtree;114;13;8;3;0.899;;900;;;;;2;;
ClassicGumtree;114;13;15;3;0.899;;1000;;;;;2;;
ClassicGumtree;114;13;6;3;0.899;;1100;;;;;2;;
ClassicGumtree;114;13;10;3;0.899;;1200;;;;;2;;
ClassicGumtree;114;13;30;3;0.899;;1300;;;;;2;;
ClassicGumtree;114;13;6;3;0.899;;1400;;;;;2;;
ClassicGumtree;114;13;6;3;0.899;;1500;;;;;2;;
ClassicGumtree;37;24;14330;3;0.899;;1600;;;;;2;;
ClassicGumtree;37;24;14219;3;0.899;;1700;;;;;2;;
ClassicGumtree;37;24;14318;3;0.899;;1800;;;;;2;;
ClassicGumtree;37;24;14406;3;0.899;;1900;;;;;2;;
ClassicGumtree;37;24;14462;3;0.899;;2000;;;;;2;;
ClassicGumtree;236;31;16;3;0.899;;100;;;;;3;;
ClassicGumtree;236;31;5;3;0.899;;200;;;;;3;;
ClassicGumtree;236;31;6;3;0.899;;300;;;;;3;;
ClassicGumtree;236;31;5;3;0.899;;400;;;;;3;;
ClassicGumtree;236;31;41;3;0.899;;500;;;;;3;;
ClassicGumtree;236;31;6;3;0.899;;600;;;;;3;;
ClassicGumtree;236;31;85;3;0.899;;700;;;;;3;;
ClassicGumtree;236;31;6;3;0.899;;800;;;;;3;;
ClassicGumtree;236;31;72;3;0.899;;900;;;;;3;;
ClassicGumtree;236;31;6;3;0.899;;1000;;;;;3;;
ClassicGumtree;236;31;7;3;0.899;;1100;;;;;3;;
ClassicGumtree;236;31;16;3;0.899;;1200;;;;;3;;
ClassicGumtree;236;31;20;3;0.899;;1300;;;;;3;;
ClassicGumtree;236;31;5;3;0.899;;1400;;;;;3;;
ClassicGumtree;236;31;23;3;0.899;;1500;;;;;3;;
ClassicGumtree;37;24;14632;3;0.899;;1600;;;;;3;;
ClassicGumtree;37;24;14832;3;0.899;;1700;;;;;3;;
ClassicGumtree;37;24;14735;3;0.899;;1800;;;;;3;;
ClassicGumtree;37;24;14699;3;0.899;;1900;;;;;3;;
ClassicGumtree;37;24;14553;3;0.899;;2000;;;;;3;;
ClassicGumtree;630;23;4;3;0.899;;100;;;;;4;;
ClassicGumtree;630;23;26;3;0.899;;200;;;;;4;;
ClassicGumtree;630;23;8;3;0.899;;300;;;;;4;;
ClassicGumtree;630;23;16;3;0.899;;400;;;;;4;;
ClassicGumtree;630;23;28;3;0.899;;500;;;;;4;;
ClassicGumtree;630;23;7;3;0.899;;600;;;;;4;;
ClassicGumtree;630;23;21;3;0.899;;700;;;;;4;;
ClassicGumtree;630;23;20;3;0.899;;800;;;;;4;;
ClassicGumtree;630;23;6;3;0.899;;900;;;;;4;;
ClassicGumtree;630;23;27;3;0.899;;1000;;;;;4;;
ClassicGumtree;630;23;26;3;0.899;;1100;;;;;4;;
ClassicGumtree;630;23;27;3;0.899;;1200;;;;;4;;
ClassicGumtree;630;23;6;3;0.899;;1300;;;;;4;;
ClassicGumtree;630;23;6;3;0.899;;1400;;;;;4;;
ClassicGumtree;630;23;21;3;0.899;;1500;;;;;4;;
ClassicGumtree;37;24;7323;3;0.899;;1600;;;;;4;;
ClassicGumtree;37;24;7283;3;0.899;;1700;;;;;4;;
ClassicGumtree;37;24;7456;3;0.899;;1800;;;;;4;;
ClassicGumtree;37;24;7400;3;0.899;;1900;;;;;4;;
ClassicGumtree;37;24;7498;3;0.899;;2000;;;;;4;;
ClassicGumtree;920;17;25;3;0.899;;100;;;;;5;;
ClassicGumtree;920;17;7;3;0.899;;200;;;;;5;;
ClassicGumtree;920;17;25;3;0.899;;300;;;;;5;;
ClassicGumtree;920;17;7;3;0.899;;400;;;;;5;;
ClassicGumtree;920;17;18;3;0.899;;500;;;;;5;;
ClassicGumtree;920;17;24;3;0.899;;600;;;;;5;;
ClassicGumtree;920;17;26;3;0.899;;700;;;;;5;;
ClassicGumtree;920;17;8;3;0.899;;800;;;;;5;;
ClassicGumtree;920;17;5;3;0.899;;900;;;;;5;;
ClassicGumtree;920;17;9;3;0.899;;1000;;;;;5;;
ClassicGumtree;920;17;29;3;0.899;;1100;;;;;5;;
ClassicGumtree;920;17;7;3;0.899;;1200;;;;;5;;
ClassicGumtree;920;17;33;3;0.899;;1300;;;;;5;;
ClassicGumtree;920;17;6;3;0.899;;1400;;;;;5;;
ClassicGumtree;920;17;60;3;0.899;;1500;;;;;5;;
ClassicGumtree;37;24;8493;3;0.899;;1600;;;;;5;;
ClassicGumtree;37;24;8818;3;0.899;;1700;;;;;5;;
ClassicGumtree;37;24;8761;3;0.899;;1800;;;;;5;;
ClassicGumtree;37;24;8429;3;0.899;;1900;;;;;5;;
ClassicGumtree;37;24;8617;3;0.899;;2000;;;;;5;;
ClassicGumtree;148;53;9;3;0.999;;100;;;;;1;;
ClassicGumtree;148;53;24;3;0.999;;200;;;;;1;;
ClassicGumtree;148;53;5;3;0.999;;300;;;;;1;;
ClassicGumtree;148;53;23;3;0.999;;400;;;;;1;;
ClassicGumtree;148;53;5;3;0.999;;500;;;;;1;;
ClassicGumtree;148;53;15;3;0.999;;600;;;;;1;;
ClassicGumtree;148;53;4;3;0.999;;700;;;;;1;;
ClassicGumtree;148;53;5;3;0.999;;800;;;;;1;;
ClassicGumtree;148;53;3;3;0.999;;900;;;;;1;;
ClassicGumtree;148;53;3;3;0.999;;1000;;;;;1;;
ClassicGumtree;148;53;35;3;0.999;;1100;;;;;1;;
ClassicGumtree;148;53;4;3;0.999;;1200;;;;;1;;
ClassicGumtree;148;53;5;3;0.999;;1300;;;;;1;;
ClassicGumtree;148;53;17;3;0.999;;1400;;;;;1;;
ClassicGumtree;148;53;11;3;0.999;;1500;;;;;1;;
ClassicGumtree;37;24;8850;3;0.999;;1600;;;;;1;;
ClassicGumtree;37;24;8908;3;0.999;;1700;;;;;1;;
ClassicGumtree;37;24;8889;3;0.999;;1800;;;;;1;;
ClassicGumtree;37;24;8993;3;0.999;;1900;;;;;1;;
ClassicGumtree;37;24;8715;3;0.999;;2000;;;;;1;;
ClassicGumtree;164;49;32;3;0.999;;100;;;;;2;;
ClassicGumtree;164;49;5;3;0.999;;200;;;;;2;;
ClassicGumtree;164;49;16;3;0.999;;300;;;;;2;;
ClassicGumtree;164;49;5;3;0.999;;400;;;;;2;;
ClassicGumtree;164;49;50;3;0.999;;500;;;;;2;;
ClassicGumtree;164;49;41;3;0.999;;600;;;;;2;;
ClassicGumtree;164;49;5;3;0.999;;700;;;;;2;;
ClassicGumtree;164;49;31;3;0.999;;800;;;;;2;;
ClassicGumtree;164;49;5;3;0.999;;900;;;;;2;;
ClassicGumtree;164;49;5;3;0.999;;1000;;;;;2;;
ClassicGumtree;164;49;8;3;0.999;;1100;;;;;2;;
ClassicGumtree;164;49;7;3;0.999;;1200;;;;;2;;
ClassicGumtree;164;49;4;3;0.999;;1300;;;;;2;;
ClassicGumtree;164;49;4;3;0.999;;1400;;;;;2;;
ClassicGumtree;164;49;57;3;0.999;;1500;;;;;2;;
ClassicGumtree;37;24;9456;3;0.999;;1600;;;;;2;;
ClassicGumtree;37;24;9475;3;0.999;;1700;;;;;2;;
ClassicGumtree;37;24;9446;3;0.999;;1800;;;;;2;;
ClassicGumtree;37;24;9360;3;0.999;;1900;;;;;2;;
ClassicGumtree;37;24;9448;3;0.999;;2000;;;;;2;;
ClassicGumtree;276;37;5;3;0.999;;100;;;;;3;;
ClassicGumtree;276;37;21;3;0.999;;200;;;;;3;;
ClassicGumtree;276;37;4;3;0.999;;300;;;;;3;;
ClassicGumtree;276;37;40;3;0.999;;400;;;;;3;;
ClassicGumtree;276;37;5;3;0.999;;500;;;;;3;;
ClassicGumtree;276;37;29;3;0.999;;600;;;;;3;;
ClassicGumtree;276;37;8;3;0.999;;700;;;;;3;;
ClassicGumtree;276;37;21;3;0.999;;800;;;;;3;;
ClassicGumtree;276;37;5;3;0.999;;900;;;;;3;;
ClassicGumtree;276;37;5;3;0.999;;1000;;;;;3;;
ClassicGumtree;276;37;25;3;0.999;;1100;;;;;3;;
ClassicGumtree;276;37;27;3;0.999;;1200;;;;;3;;
ClassicGumtree;276;37;4;3;0.999;;1300;;;;;3;;
ClassicGumtree;276;37;6;3;0.999;;1400;;;;;3;;
ClassicGumtree;276;37;5;3;0.999;;1500;;;;;3;;
ClassicGumtree;37;24;9417;3;0.999;;1600;;;;;3;;
ClassicGumtree;37;24;9275;3;0.999;;1700;;;;;3;;
ClassicGumtree;37;24;9396;3;0.999;;1800;;;;;3;;
ClassicGumtree;37;24;9254;3;0.999;;1900;;;;;3;;
ClassicGumtree;37;24;9281;3;0.999;;2000;;;;;3;;
ClassicGumtree;637;22;5;3;0.999;;100;;;;;4;;
ClassicGumtree;637;22;6;3;0.999;;200;;;;;4;;
ClassicGumtree;637;22;5;3;0.999;;300;;;;;4;;
ClassicGumtree;637;22;27;3;0.999;;400;;;;;4;;
ClassicGumtree;637;22;5;3;0.999;;500;;;;;4;;
ClassicGumtree;637;22;26;3;0.999;;600;;;;;4;;
ClassicGumtree;637;22;5;3;0.999;;700;;;;;4;;
ClassicGumtree;637;22;31;3;0.999;;800;;;;;4;;
ClassicGumtree;637;22;6;3;0.999;;900;;;;;4;;
ClassicGumtree;637;22;18;3;0.999;;1000;;;;;4;;
ClassicGumtree;637;22;24;3;0.999;;1100;;;;;4;;
ClassicGumtree;637;22;4;3;0.999;;1200;;;;;4;;
ClassicGumtree;637;22;6;3;0.999;;1300;;;;;4;;
ClassicGumtree;637;22;19;3;0.999;;1400;;;;;4;;
ClassicGumtree;637;22;26;3;0.999;;1500;;;;;4;;
ClassicGumtree;37;24;8611;3;0.999;;1600;;;;;4;;
ClassicGumtree;37;24;8740;3;0.999;;1700;;;;;4;;
ClassicGumtree;37;24;8679;3;0.999;;1800;;;;;4;;
ClassicGumtree;37;24;8735;3;0.999;;1900;;;;;4;;
ClassicGumtree;37;24;8672;3;0.999;;2000;;;;;4;;
ClassicGumtree;927;16;33;3;0.999;;100;;;;;5;;
ClassicGumtree;927;16;21;3;0.999;;200;;;;;5;;
ClassicGumtree;927;16;6;3;0.999;;300;;;;;5;;
ClassicGumtree;927;16;43;3;0.999;;400;;;;;5;;
ClassicGumtree;927;16;41;3;0.999;;500;;;;;5;;
ClassicGumtree;927;16;6;3;0.999;;600;;;;;5;;
ClassicGumtree;927;16;6;3;0.999;;700;;;;;5;;
ClassicGumtree;927;16;19;3;0.999;;800;;;;;5;;
ClassicGumtree;927;16;45;3;0.999;;900;;;;;5;;
ClassicGumtree;927;16;10;3;0.999;;1000;;;;;5;;
ClassicGumtree;927;16;9;3;0.999;;1100;;;;;5;;
ClassicGumtree;927;16;4;3;0.999;;1200;;;;;5;;
ClassicGumtree;927;16;38;3;0.999;;1300;;;;;5;;
ClassicGumtree;927;16;5;3;0.999;;1400;;;;;5;;
ClassicGumtree;927;16;20;3;0.999;;1500;;;;;5;;
ClassicGumtree;37;24;8515;3;0.999;;1600;;;;;5;;
ClassicGumtree;37;24;8514;3;0.999;;1700;;;;;5;;
ClassicGumtree;37;24;8488;3;0.999;;1800;;;;;5;;
ClassicGumtree;37;24;8523;3;0.999;;1900;;;;;5;;
ClassicGumtree;37;24;8502;3;0.999;;2000;;;;;5;;
CompleteGumtreeMatcher;121;57;43;3;0.1;;100;;;;;1;;
CompleteGumtreeMatcher;121;57;26;3;0.1;;200;;;;;1;;
CompleteGumtreeMatcher;121;57;21;3;0.1;;300;;;;;1;;
CompleteGumtreeMatcher;121;57;31;3;0.1;;400;;;;;1;;
CompleteGumtreeMatcher;121;57;20;3;0.1;;500;;;;;1;;
CompleteGumtreeMatcher;121;57;44;3;0.1;;600;;;;;1;;
CompleteGumtreeMatcher;121;57;41;3;0.1;;700;;;;;1;;
CompleteGumtreeMatcher;121;57;32;3;0.1;;800;;;;;1;;
CompleteGumtreeMatcher;121;57;23;3;0.1;;900;;;;;1;;
CompleteGumtreeMatcher;121;57;33;3;0.1;;1000;;;;;1;;
